ranking_posicao,titulo,tag_musica,tag_trecho,letra,artista,ano,contagem_palavras
4,Segundo Amor da Sua Vida,musica1,musica1_trecho1,Não se diminua pra caber num coração,Marilia Mendonca,2025.0,7
4,Segundo Amor da Sua Vida,musica1,musica1_trecho2,"Se ela não quiser, já tem quem vai querer",Marilia Mendonca,2025.0,9
4,Segundo Amor da Sua Vida,musica1,musica1_trecho3,Tá na sua frente,Marilia Mendonca,2025.0,4
4,Segundo Amor da Sua Vida,musica1,musica1_trecho4,Que azar o meu e que sorte a dela,Marilia Mendonca,2025.0,9
4,Segundo Amor da Sua Vida,musica1,musica1_trecho5,"Eu amando você, você amando ela",Marilia Mendonca,2025.0,6
4,Segundo Amor da Sua Vida,musica1,musica1_trecho6,"Eu só quero você, você só quer conselho",Marilia Mendonca,2025.0,8
4,Segundo Amor da Sua Vida,musica1,musica1_trecho7,Por que será que ela te trata desse jeito?,Marilia Mendonca,2025.0,9
4,Segundo Amor da Sua Vida,musica1,musica1_trecho8,"Tenta lá, se não der certo, me avisa",Marilia Mendonca,2025.0,8
4,Segundo Amor da Sua Vida,musica1,musica1_trecho9,"Posso ser o segundo, terceiro, o quarto amor da sua vida",Marilia Mendonca,2025.0,11
4,Segundo Amor da Sua Vida,musica1,musica1_trecho10,Que só tem espaço,Marilia Mendonca,2025.0,4
4,Segundo Amor da Sua Vida,musica1,musica1_trecho11,Debaixo do tapete,Marilia Mendonca,2025.0,3
4,Segundo Amor da Sua Vida,musica1,musica1_trecho12,Você não tem culpa se ela não enxerga,Marilia Mendonca,2025.0,8
4,Segundo Amor da Sua Vida,musica1,musica1_trecho13,Um palmo à frente do nariz,Marilia Mendonca,2025.0,6
4,Segundo Amor da Sua Vida,musica1,musica1_trecho14,"Mas, qualquer coisa, eu tô aqui",Marilia Mendonca,2025.0,6
4,Segundo Amor da Sua Vida,musica1,musica1_trecho15,"Na verdade, eu sempre estive",Marilia Mendonca,2025.0,5
4,Segundo Amor da Sua Vida,musica1,musica1_trecho16,Só tô deixando você viver livre,Marilia Mendonca,2025.0,6
4,Segundo Amor da Sua Vida,musica1,musica1_trecho17,"Mas, mesmo assim, não quero ver você sofrer",Marilia Mendonca,2025.0,8
13,Princesa (part. Ana Castela),musica10,musica10_trecho1,"Respira, não pira",Gustavo Mioto,2025.0,3
13,Princesa (part. Ana Castela),musica10,musica10_trecho2,Eu vou curar seu medo,Gustavo Mioto,2025.0,5
13,Princesa (part. Ana Castela),musica10,musica10_trecho3,Me fala onde é que tá doendo,Gustavo Mioto,2025.0,7
13,Princesa (part. Ana Castela),musica10,musica10_trecho4,Me mostra onde foi que machucou,Gustavo Mioto,2025.0,6
13,Princesa (part. Ana Castela),musica10,musica10_trecho5,"Que eu vou soprar, beijar",Gustavo Mioto,2025.0,5
13,Princesa (part. Ana Castela),musica10,musica10_trecho6,"Beijar, te amar até curar a dor",Gustavo Mioto,2025.0,7
13,Princesa (part. Ana Castela),musica10,musica10_trecho7,"Respiro, não piro",Gustavo Mioto,2025.0,3
13,Princesa (part. Ana Castela),musica10,musica10_trecho8,"Me beija, me abraça",Gustavo Mioto,2025.0,4
13,Princesa (part. Ana Castela),musica10,musica10_trecho9,"Te beijo, te abraço",Gustavo Mioto,2025.0,4
13,Princesa (part. Ana Castela),musica10,musica10_trecho10,Deixo acalmar minhas incertezas,Gustavo Mioto,2025.0,4
13,Princesa (part. Ana Castela),musica10,musica10_trecho11,Meu medo de amar é normal,Gustavo Mioto,2025.0,6
13,Princesa (part. Ana Castela),musica10,musica10_trecho12,"Quem passou por aqui me fez mal, mas passou",Gustavo Mioto,2025.0,9
13,Princesa (part. Ana Castela),musica10,musica10_trecho13,Deixa eu acalmar suas incertezas,Gustavo Mioto,2025.0,5
13,Princesa (part. Ana Castela),musica10,musica10_trecho14,"Eu vou soprar, beijar",Gustavo Mioto,2025.0,4
13,Princesa (part. Ana Castela),musica10,musica10_trecho15,Seu medo de amar é normal,Gustavo Mioto,2025.0,6
13,Princesa (part. Ana Castela),musica10,musica10_trecho16,"Quem passou por aí te fez mal, mas passou",Gustavo Mioto,2025.0,9
13,Princesa (part. Ana Castela),musica10,musica10_trecho17,Eu vou fazer você acreditar no amor,Gustavo Mioto,2025.0,7
13,Princesa (part. Ana Castela),musica10,musica10_trecho18,"Princesa, descansa, me ama",Gustavo Mioto,2025.0,4
13,Princesa (part. Ana Castela),musica10,musica10_trecho19,Me experimenta de remédio pro teu medo,Gustavo Mioto,2025.0,7
13,Princesa (part. Ana Castela),musica10,musica10_trecho20,"De oito em oito segundos, te dou um beijo",Gustavo Mioto,2025.0,9
103,A Maior Saudade,musica100,musica100_trecho1,Tem amores da vida que não são pra vida,Henrique & Juliano,2021.0,9
103,A Maior Saudade,musica100,musica100_trecho2,Apesar de não valer o álcool que eu tô bebendo,Henrique & Juliano,2021.0,10
103,A Maior Saudade,musica100,musica100_trecho3,"Mesmo que você ligue o foda-se, cê segue sendo",Henrique & Juliano,2021.0,9
103,A Maior Saudade,musica100,musica100_trecho4,A maior saudade de todos os tempos,Henrique & Juliano,2021.0,7
103,A Maior Saudade,musica100,musica100_trecho5,"Nesse caso, eu e você somos a prova viva",Henrique & Juliano,2021.0,9
103,A Maior Saudade,musica100,musica100_trecho6,Tem começo que o fim nem passa na cabeça,Henrique & Juliano,2021.0,9
103,A Maior Saudade,musica100,musica100_trecho7,"Até que um belo dia, esse dia chega",Henrique & Juliano,2021.0,8
103,A Maior Saudade,musica100,musica100_trecho8,Chega chamando pelo nome quem chamou de amor,Henrique & Juliano,2021.0,8
103,A Maior Saudade,musica100,musica100_trecho9,"E a boca que falou te amo, fala que acabou",Henrique & Juliano,2021.0,10
103,A Maior Saudade,musica100,musica100_trecho10,"E o nosso pra sempre, infelizmente, não vingou",Henrique & Juliano,2021.0,8
103,A Maior Saudade,musica100,musica100_trecho11,Apesar de não te comover com o meu sofrimento,Henrique & Juliano,2021.0,9
103,A Maior Saudade,musica100,musica100_trecho12,Mesmo que sair da sua vida seja um livramento,Henrique & Juliano,2021.0,9
104,Jejum de Amor,musica101,musica101_trecho1,Não sou de ficar mais de uma semana sem amor,Gusttavo Lima,2014.0,10
104,Jejum de Amor,musica101,musica101_trecho2,Eu necessito ter de volta seu calor,Gusttavo Lima,2014.0,7
104,Jejum de Amor,musica101,musica101_trecho3,Sua boca é minha,Gusttavo Lima,2014.0,4
104,Jejum de Amor,musica101,musica101_trecho4,Domina a minha,Gusttavo Lima,2014.0,3
104,Jejum de Amor,musica101,musica101_trecho5,E o que é que as duas estão fazendo tão sozinhas,Gusttavo Lima,2014.0,11
104,Jejum de Amor,musica101,musica101_trecho6,"Ai, ai, ai, boca minha",Gusttavo Lima,2014.0,5
104,Jejum de Amor,musica101,musica101_trecho7,"Sem um beijo, sem um corpo, tá difícil",Gusttavo Lima,2014.0,8
104,Jejum de Amor,musica101,musica101_trecho8,"Deixa eu te falar, eu vou fazer jejum de amor",Gusttavo Lima,2014.0,10
104,Jejum de Amor,musica101,musica101_trecho9,Pra provar o que eu sinto,Gusttavo Lima,2014.0,6
104,Jejum de Amor,musica101,musica101_trecho10,Quer saber?,Gusttavo Lima,2014.0,2
104,Jejum de Amor,musica101,musica101_trecho11,Eu tô arrependido,Gusttavo Lima,2014.0,3
104,Jejum de Amor,musica101,musica101_trecho12,Porque não falei no seu ouvido,Gusttavo Lima,2014.0,6
104,Jejum de Amor,musica101,musica101_trecho13,As frases de amor que não falei em nosso cobertor,Gusttavo Lima,2014.0,10
104,Jejum de Amor,musica101,musica101_trecho14,"Sentimento proibido, até parece impossível",Gusttavo Lima,2014.0,5
105,Carta Aberta,musica102,musica102_trecho1,Posso amar outra pessoa,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho2,"Não quero mais, eu avisei",Henrique & Juliano,2023.0,5
105,Carta Aberta,musica102,musica102_trecho3,E um dia avisado,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho4,Não ia adiantar mais,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho5,Esse dia chegou,Henrique & Juliano,2023.0,3
105,Carta Aberta,musica102,musica102_trecho6,"Eu tô indo feliz, mas engoli o nó",Henrique & Juliano,2023.0,8
105,Carta Aberta,musica102,musica102_trecho7,"Mesmo assim eu não fico, eu não me preparei",Henrique & Juliano,2023.0,9
105,Carta Aberta,musica102,musica102_trecho8,Pra já parar num beijo só,Henrique & Juliano,2023.0,6
105,Carta Aberta,musica102,musica102_trecho9,Pensar na gente pode,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho10,Mas eu não recomendo,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho11,Talvez eu não mereça essa água escorrendo,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho12,Que ainda assim eu vou amar você,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho13,Eu já consigo ver saudade,Henrique & Juliano,2023.0,5
105,Carta Aberta,musica102,musica102_trecho14,Na foto que cê vai postar bebendo,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho15,Também vou sentir saudade,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho16,Vou querer voltar correndo,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho17,Mas parece que eu não quero nem pensar nesse momento,Henrique & Juliano,2023.0,10
105,Carta Aberta,musica102,musica102_trecho18,É que eu tô tão grande dentro de mim,Henrique & Juliano,2023.0,9
105,Carta Aberta,musica102,musica102_trecho19,Que o espaço que sobrou não tá te cabendo,Henrique & Juliano,2023.0,9
105,Carta Aberta,musica102,musica102_trecho20,Lembre-se de mim só até certo ponto,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho21,Se a lembrança machucar é que passou do ponto,Henrique & Juliano,2023.0,9
105,Carta Aberta,musica102,musica102_trecho22,Lembre-se da gente só até ser saudável,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho23,Porque coração tem seus departamentos,Henrique & Juliano,2023.0,5
105,Carta Aberta,musica102,musica102_trecho24,Pelo amor de,Henrique & Juliano,2023.0,3
105,Carta Aberta,musica102,musica102_trecho25,Deus,Henrique & Juliano,2023.0,1
105,Carta Aberta,musica102,musica102_trecho26,Não deixa qualquer coisa te deixar instável,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho27,Não seja frágil,Henrique & Juliano,2023.0,3
105,Carta Aberta,musica102,musica102_trecho28,"Calma, amor",Henrique & Juliano,2023.0,2
105,Carta Aberta,musica102,musica102_trecho29,"Tá tudo certo, amor",Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho30,Tem como amar e não querer pra si essa manutenção,Henrique & Juliano,2023.0,10
105,Carta Aberta,musica102,musica102_trecho31,Da relação de um casal,Henrique & Juliano,2023.0,5
105,Carta Aberta,musica102,musica102_trecho32,Tem como ser tesão sem intenção,Henrique & Juliano,2023.0,6
105,Carta Aberta,musica102,musica102_trecho33,"Beijo, coração",Henrique & Juliano,2023.0,2
105,Carta Aberta,musica102,musica102_trecho34,E cabe uma pancada de gente dentro,Henrique & Juliano,2023.0,7
105,Carta Aberta,musica102,musica102_trecho35,Te amo e vê se não fica mal,Henrique & Juliano,2023.0,8
105,Carta Aberta,musica102,musica102_trecho36,"Tchau, tchau, tchau, tchau",Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho37,Tchau,Henrique & Juliano,2023.0,1
105,Carta Aberta,musica102,musica102_trecho38,Não me pergunte como,Henrique & Juliano,2023.0,4
105,Carta Aberta,musica102,musica102_trecho39,Eu sinto que tem como,Henrique & Juliano,2023.0,5
105,Carta Aberta,musica102,musica102_trecho40,"Eu sinto que o que eu sinto, isso faz tempo",Henrique & Juliano,2023.0,10
105,Carta Aberta,musica102,musica102_trecho41,Faz tempo,Henrique & Juliano,2023.0,2
105,Carta Aberta,musica102,musica102_trecho42,"Eu quis demais, você não quis",Henrique & Juliano,2023.0,6
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho1,Cansei de ficar sozinho,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho2,Sol nascer,Lauana Prado,2023.0,2
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho3,Sem ter você do lado,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho4,Hoje eu sei que me dei,Lauana Prado,2023.0,6
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho5,Sempre à pessoa errada,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho6,"E o amor que ganhei, só eu sei",Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho7,Não valeu nada,Lauana Prado,2023.0,3
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho8,Hoje eu sei que achei,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho9,Quem eu tanto procurava,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho10,Meu amor é você,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho11,Na rua não tem carinho,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho12,Me leva pra casa,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho13,Você pra mim foi o,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho14,Sol,Lauana Prado,2023.0,1
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho15,De uma noite sem fim,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho16,Que acendeu o que sou,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho17,E renasceu tudo em mim,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho18,Agora eu sei muito bem,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho19,Que eu nasci só pra ser,Lauana Prado,2023.0,6
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho20,"Sua parceira, meu bem",Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho21,E só morrer de prazer,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho22,"Uô-uô, me leva pra casa",Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho23,Caso do acaso bem marcado em cartas de tarô,Lauana Prado,2023.0,9
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho24,"Ô, ô",Lauana Prado,2023.0,2
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho25,"Meu amor, esse amor de cartas claras sobre a mesa",Lauana Prado,2023.0,10
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho26,É assim,Lauana Prado,2023.0,2
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho27,"Signo do destino, que surpresa ele nos preparou",Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho28,"Meu amor, esse amor estava escrito nas estrelas",Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho29,"Tava, sim",Lauana Prado,2023.0,2
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho30,Você sempre fez dos meus sonhos,Lauana Prado,2023.0,6
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho31,Sempre soube dos meus segredos,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho32,No amor sempre fui bandido,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho33,Isso já faz muito tempo,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho34,Eu nem me lembro quanto tempo faz,Lauana Prado,2023.0,7
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho35,O meu coração não sabe contar os dias,Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho36,E a minha cabeça já está tão vazia,Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho37,Mas a primeira vez ainda me lembro bem,Lauana Prado,2023.0,8
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho38,Talvez eu seja no seu passado mais uma página,Lauana Prado,2023.0,9
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho39,Que foi do seu diário arrancada,Lauana Prado,2023.0,6
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho40,"Sonho, choro e sinto",Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho41,Que resta alguma esperança,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho42,"Saudade, quero arrancar essa página",Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho43,E agora estou perdido,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho44,Da minha vida,Lauana Prado,2023.0,3
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho45,Tive que perder você,Lauana Prado,2023.0,4
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho46,Pra ver que estava errado,Lauana Prado,2023.0,5
106,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade,musica103,musica103_trecho47,Cansei de ver o,Lauana Prado,2023.0,4
107,É Amor,musica104,musica104_trecho1,Quando fico pensando em você,Jorge Mateus,2015.0,5
107,É Amor,musica104,musica104_trecho2,Ter você pra amar,Jorge Mateus,2015.0,4
107,É Amor,musica104,musica104_trecho3,"Eu quero colo, a vida inteira",Jorge Mateus,2015.0,6
107,É Amor,musica104,musica104_trecho4,Vou te amar,Jorge Mateus,2015.0,3
107,É Amor,musica104,musica104_trecho5,Eu esqueço do mundo pra te ter,Jorge Mateus,2015.0,7
107,É Amor,musica104,musica104_trecho6,"Ô-ô-ô-ô, é amor, ô-ô",Jorge Mateus,2015.0,4
107,É Amor,musica104,musica104_trecho7,Seu amor assumiu meu coração,Jorge Mateus,2015.0,5
107,É Amor,musica104,musica104_trecho8,Eu não fico um segundo sem te ver,Jorge Mateus,2015.0,8
107,É Amor,musica104,musica104_trecho9,O cupido chamou minha atenção,Jorge Mateus,2015.0,5
107,É Amor,musica104,musica104_trecho10,Pra cuidar e investir nessa paixão,Jorge Mateus,2015.0,6
107,É Amor,musica104,musica104_trecho11,É amor,Jorge Mateus,2015.0,2
107,É Amor,musica104,musica104_trecho12,Só nós dois,Jorge Mateus,2015.0,3
107,É Amor,musica104,musica104_trecho13,Vale a pena sonhar,Jorge Mateus,2015.0,4
108,Todo Sol,musica105,musica105_trecho1,"E não me olha assim (não me olha assim)Com cara de quem me ama, de quem dormiu pensando em mim",Matheus Kauan,,20
108,Todo Sol,musica105,musica105_trecho2,"No caminho, a gente casa",Matheus Kauan,,5
108,Todo Sol,musica105,musica105_trecho3,E deixa o povo ver,Matheus Kauan,,5
108,Todo Sol,musica105,musica105_trecho4,O nosso amor brilhar em todo,Matheus Kauan,,6
108,Todo Sol,musica105,musica105_trecho5,Sol que amanhecer(O nosso amor brilhar em todo,Matheus Kauan,,8
108,Todo Sol,musica105,musica105_trecho6,Sol)Você tem que saber que eu não brinco com sentimento,Matheus Kauan,,10
108,Todo Sol,musica105,musica105_trecho7,"Não, não fala assim (não, não fala assim)Com essa voz tão linda e calma que acelera tudo em mim",Matheus Kauan,,19
108,Todo Sol,musica105,musica105_trecho8,Sol),Matheus Kauan,,1
108,Todo Sol,musica105,musica105_trecho9,Você tem que saber que eu não brinco com sentimento,Matheus Kauan,,10
108,Todo Sol,musica105,musica105_trecho10,"Quando eu amo, eu amo pra valer, não perco tempo",Matheus Kauan,,10
108,Todo Sol,musica105,musica105_trecho11,Pense vinte vezes antes de pensar que quer me amar,Matheus Kauan,,10
108,Todo Sol,musica105,musica105_trecho12,Que quer me amar,Matheus Kauan,,4
108,Todo Sol,musica105,musica105_trecho13,Se me disser que é pra sempre,Matheus Kauan,,7
108,Todo Sol,musica105,musica105_trecho14,Esqueço até que o pra sempre sempre acaba,Matheus Kauan,,8
108,Todo Sol,musica105,musica105_trecho15,E te levo pra minha casa,Matheus Kauan,,6
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho1,É que eu queria tanto que você ficasse,Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho2,"Segue me enganando, mudando",Luan Santana,2022.0,4
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho3,"De cheiro em cheiro, de beijo em beijo",Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho4,"E aqui no meu olhar morando, oh",Luan Santana,2022.0,7
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho5,E aqui no meu olhar morando,Luan Santana,2022.0,6
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho6,Yeah (coração cigano)Segue me enganando,Luan Santana,2022.0,5
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho7,"Do que você me dá, eu quero sempre mais",Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho8,"Por uma hora ou duas noites, tanto faz",Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho9,"Que ao invés de me soltar, você me abraçasse",Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho10,"Já leu minha mão, meu olhar, meu futuro",Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho11,Já sabe:,Luan Santana,2022.0,2
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho12,"Se manda mensagem, eu nem durmo",Luan Santana,2022.0,6
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho13,"Me leva pro céu, lá de cima me joga",Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho14,Esse amor cigano é um caminho sem volta,Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho15,Dá só mais um pouquinho desse amor cigano,Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho16,"E aqui no meu olhar, aqui no meu olhar",Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho17,"Você não entra mais, chega",Luan Santana,2022.0,5
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho18,Coração disse:,Luan Santana,2022.0,2
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho19,Chega,Luan Santana,2022.0,1
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho20,"Que segue me iludindo, e eu acreditando",Luan Santana,2022.0,7
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho21,Mas por que meu,Luan Santana,2022.0,4
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho22,Deus colocou numa só tanta beleza?,Luan Santana,2022.0,6
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho23,E se eu chego à toa e vou tirando a roupa,Luan Santana,2022.0,11
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho24,"Se eu disser que não quero, ri, que essa piada é boa",Luan Santana,2022.0,12
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho25,"E aqui no meu olhar morando, coração cigano",Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho26,Fazer o que se ela roubou o meu juízo?,Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho27,"E aqui no meu olhar, e aqui no meu olhar morando",Luan Santana,2022.0,11
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho28,Fazer o que se eu tô me sentindo vivo?,Luan Santana,2022.0,9
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho29,"Tirou o meu chão, me levou pro colchão",Luan Santana,2022.0,8
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho30,E fez acampamento em outro coração,Luan Santana,2022.0,6
109,CORAÇÃO CIGANO (part. Luísa Sonza),musica106,musica106_trecho31,"Coração cigano, cigano",Luan Santana,2022.0,3
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho1,Hugo e,Hugo Guilherme,2025.0,2
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho2,Que olheira é essa?,Hugo Guilherme,2025.0,4
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho3,Que bom que cê já veio aqui pra casa,Hugo Guilherme,2025.0,9
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho4,Porque eu já arrumei suas coisas,Hugo Guilherme,2025.0,6
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho5,Tá tudo dentro desse saco preto,Hugo Guilherme,2025.0,6
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho6,Mas antes de ir embora,Hugo Guilherme,2025.0,5
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho7,Me responde primeiro,Hugo Guilherme,2025.0,3
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho8,Por que que cê é assim tão mentirosa?,Hugo Guilherme,2025.0,8
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho9,O povo lá de casa te detesta,Hugo Guilherme,2025.0,7
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho10,Se eu chegar com essa notícia agora,Hugo Guilherme,2025.0,7
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho11,Vai ser pelo menos três dias de festa,Hugo Guilherme,2025.0,8
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho12,Guilherme,Hugo Guilherme,2025.0,1
110,Mentirosa (part. Wesley Safadão),musica107,musica107_trecho13,"Vem cá,",Hugo Guilherme,2025.0,2
